,Coef.,Std.Err.,t,P>|t|,[0.025,0.975]
const,11.08793669993537,33.14232367873697,0.3345551991892779,0.7515383199029178,-74.10711853940519,96.28299193927593
Inflacion_Anual,0.08419910370163326,0.043789877504147375,1.9227983383524812,0.11252423671364811,-0.028366359995267237,0.19676456739853376
Indice_Gini,0.459810184847564,0.7196187212975713,0.6389636223171947,0.5509649164588674,-1.3900286287038042,2.309648998398932
PBI_Per_Capita,-0.0008148173489861761,0.0005111567895261439,-1.5940653937934264,0.17180362171830754,-0.002128787707304256,0.000499153009331904
